Data Set 1:Time(s),Data Set 1:X magnetic field(mT),Data Set 1:Y magnetic field(mT),Data Set 1:Z magnetic field(mT)
0,1.1401020288467407,0.024654002860188484,0.038665495812892914
0.033300000000000003,1.0433518886566162,0.026604002341628075,0.037615496665239334
0.066600000000000006,0.97810190916061401,0.025854002684354782,0.026665499433875084
0.099900000000000003,1.0954020023345947,0.026904001832008362,0.037315499037504196
0.13320000000000001,0.94735193252563477,0.02705400250852108,0.034615498036146164
0.16650000000000001,1.0952519178390503,0.02600400522351265,0.029365498572587967
0.19980000000000001,1.0975019931793213,0.026754003018140793,0.03701549768447876
0.2331,0.92515194416046143,0.026454001665115356,0.028615498915314674
0.26640000000000003,1.1239019632339478,0.026604002341628075,0.035365499556064606
0.29970000000000002,0.99760198593139648,0.027654003351926804,0.036715500056743622
0.33300000000000002,1.0181519985198975,0.02600400522351265,0.026815498247742653
0.36630000000000001,1.0537019968032837,0.026754003018140793,0.038665495812892914
0.39960000000000001,0.95440196990966797,0.026454001665115356,0.027565497905015945
0.43290000000000001,1.1173019409179688,0.026454001665115356,0.031915497034788132
0.4662,0.95560199022293091,0.027654003351926804,0.035815499722957611
0.4995,1.0696020126342773,0.026904001832008362,0.027715498581528664
0.53280000000000005,1.1033519506454468,0.026454001665115356,0.037315499037504196
0.56610000000000005,0.91135197877883911,0.026904001832008362,0.030565496534109116
0.59940000000000004,1.0585019588470459,0.026154002174735069,0.02906549908220768
0.63270000000000004,1.0127519369125366,0.026904001832008362,0.038965500891208649
0.66600000000000004,0.98680198192596436,0.026304002851247787,0.027565497905015945
0.69930000000000003,1.1204519271850586,0.026154002174735069,0.035665497183799744
0.73260000000000003,0.92350196838378906,0.027354001998901367,0.035065498203039169
0.76590000000000003,1.1002019643783569,0.02600400522351265,0.028765499591827393
0.79920000000000002,1.0699019432067871,0.02705400250852108,0.039565496146678925
0.83250000000000002,0.92590200901031494,0.027204001322388649,0.029215499758720398
0.86580000000000001,1.0919519662857056,0.026454001665115356,0.031315498054027557
0.89910000000000001,0.96940195560455322,0.027504002675414085,0.038515496999025345
0.93240000000000001,1.0307519435882568,0.026154002174735069,0.029665499925613403
0.9657,1.1057519912719727,0.02705400250852108,0.037765495479106903
0.999,0.9041520357131958,0.027504002675414085,0.032515499740839005
1.0323,1.0189019441604614,0.026604002341628075,0.029215499758720398
1.0656000000000001,1.027601957321167,0.026904001832008362,0.040165495127439499
1.0989,0.95215195417404175,0.026754003018140793,0.028765499591827393
1.1322000000000001,1.1066520214080811,0.026904001832008362,0.033865500241518021
1.1655,0.93295192718505859,0.027804002165794373,0.036265499889850616
1.1988000000000001,1.0651019811630249,0.02600400522351265,0.029665499925613403
1.2321,1.0808519124984741,0.026754003018140793,0.039415497332811356
1.2654000000000001,0.90055197477340698,0.026904001832008362,0.031765498220920563
1.2987,1.0567018985748291,0.02600400522351265,0.031165499240159988
1.3320000000000001,0.98545199632644653,0.027354001998901367,0.039865501224994659
1.3653,0.98530197143554688,0.026304002851247787,0.029365498572587967
1.3986000000000001,1.1036520004272461,0.026904001832008362,0.036415498703718185
1.4319,0.9041520357131958,0.027954002842307091,0.034315500408411026
1.4652000000000001,0.97735196352005005,0.026754003018140793,0.028615498915314674
1.4984999999999999,1.0459020137786865,0.026754003018140793,0.040915500372648239
1.5318000000000001,0.91990196704864502,0.02705400250852108,0.029665499925613403
1.5650999999999999,1.0834019184112549,0.026904001832008362,0.032665498554706573
1.5984,0.94630193710327148,0.02810400165617466,0.037915498018264771
1.6316999999999999,1.0267019271850586,0.027504002675414085,0.030415499582886696
1.665,1.0865519046783447,0.027504002675414085,0.037915498018264771
1.6982999999999999,0.88900196552276611,0.027504002675414085,0.032065499573945999
1.7316,1.0117019414901733,0.026904001832008362,0.028915498405694962
1.7648999999999999,1.0046519041061401,0.028404003009200096,0.039715498685836792
1.7982,0.94210195541381836,0.02705400250852108,0.028615498915314674
1.8314999999999999,1.0897018909454346,0.026754003018140793,0.034165497869253159
1.8648,0.91195189952850342,0.02810400165617466,0.036865495145320892
1.8980999999999999,0.93340194225311279,0.027354001998901367,0.028465498238801956
1.9314,1.0543019771575928,0.028854001313447952,0.038815498352050781
1.9646999999999999,0.88690197467803955,0.027204001322388649,0.036265499889850616
1.998,1.0424519777297974,0.027654003351926804,0.030265498906373978
2.0312999999999999,0.95740193128585815,0.028404003009200096,0.038215499371290207
2.0646,0.87880200147628784,0.02810400165617466,0.030715499073266983
2.0979000000000001,1.0747020244598389,0.027354001998901367,0.036565501242876053
2.1312000000000002,0.87775194644927979,0.028554003685712814,0.033115498721599579
2.1644999999999999,0.95935189723968506,0.02705400250852108,0.028615498915314674
2.1978,1.0073519945144653,0.028854001313447952,0.039565496146678925
2.2311000000000001,0.8738519549369812,0.028854001313447952,0.033565498888492584
2.2644000000000002,1.0543019771575928,0.02810400165617466,0.031315498054027557
2.2976999999999999,0.90700197219848633,0.029454004019498825,0.036415498703718185
2.331,1.0018019676208496,0.028554003685712814,0.028465498238801956
2.3643000000000001,1.0429019927978516,0.028404003009200096,0.037465501576662064
2.3976000000000002,0.85630196332931519,0.02900400198996067,0.030565496534109116
2.4308999999999998,1.0558019876480103,0.028554003685712814,0.03401549905538559
2.4641999999999999,0.95380198955535889,0.029454004019498825,0.038215499371290207
2.4975000000000001,0.91915196180343628,0.028404003009200096,0.027715498581528664
2.5308000000000002,1.0055520534515381,0.028854001313447952,0.034465499222278595
2.5640999999999998,0.86800193786621094,0.029454004019498825,0.033865500241518021
2.5973999999999999,1.0235519409179688,0.02810400165617466,0.029515499249100685
2.6307,1.0051019191741943,0.029154002666473389,0.038815498352050781
2.6640000000000001,0.85930192470550537,0.028254002332687378,0.02906549908220768
2.6972999999999998,1.035551905632019,0.028554003685712814,0.036565501242876053
2.7305999999999999,0.91045200824737549,0.029454004019498825,0.037615496665239334
2.7639,0.95065194368362427,0.028554003685712814,0.027715498581528664
2.7972000000000001,0.96205198764801025,0.029604002833366394,0.036715500056743622
2.8304999999999998,0.84190195798873901,0.029904002323746681,0.031315498054027557
2.8637999999999999,1.0325520038604736,0.028854001313447952,0.032515499740839005
2.8971,0.96355199813842773,0.029754001647233963,0.038965500891208649
2.9304000000000001,0.87865197658538818,0.02900400198996067,0.026965498924255371
2.9636999999999998,1.0067520141601562,0.029604002833366394,0.038665495812892914
2.9969999999999999,0.8714519739151001,0.030204003676772118,0.036265499889850616
3.0303,0.98425197601318359,0.028854001313447952,0.028765499591827393
3.0636000000000001,0.918101966381073,0.029454004019498825,0.037915498018264771
3.0969000000000002,0.83380192518234253,0.029904002323746681,0.030265498906373978
3.1301999999999999,1.0273020267486572,0.028854001313447952,0.035215500742197037
3.1635,0.918101966381073,0.029904002323746681,0.038815498352050781
3.1968000000000001,0.90835201740264893,0.027954002842307091,0.028015498071908951
