Data Set 1:Time(s),Data Set 1:X magnetic field(mT),Data Set 1:Y magnetic field(mT),Data Set 1:Z magnetic field(mT)
0,2.2094521522521973,0.66560399532318115,-0.027634501457214355
0.033300000000000003,2.1125519275665283,0.85025405883789062,0.0052154986187815666
0.066600000000000006,2.05735182762146,0.90530407428741455,0.0020654990803450346
0.099900000000000003,2.4121019840240479,0.98780405521392822,0.0089654978364706039
0.13320000000000001,2.0989019870758057,0.87545406818389893,0.008215499110519886
0.16650000000000001,2.2525019645690918,1.0295040607452393,0.0070154978893697262
0.19980000000000001,2.1859021186828613,0.9327540397644043,0.014515498653054237
0.2331,2.0833020210266113,0.99335402250289917,0.0097154993563890457
0.26640000000000003,2.2720019817352295,1.0794540643692017,0.015415498986840248
0.29970000000000002,1.949052095413208,0.90035402774810791,0.017665499821305275
0.33300000000000002,2.2652518749237061,1.1055539846420288,0.017965499311685562
0.36630000000000001,2.2177019119262695,1.0356539487838745,0.024865498766303062
0.39960000000000001,1.8901020288467407,0.96860396862030029,0.019315499812364578
0.43290000000000001,2.2685520648956299,1.0944540500640869,0.024265497922897339
0.4662,1.9904520511627197,0.95585405826568604,0.028915498405694962
0.4995,2.0534520149230957,1.0998539924621582,0.021415498107671738
0.53280000000000005,2.2121520042419434,1.1205539703369141,0.031465496867895126
0.56610000000000005,1.8017518520355225,0.94820404052734375,0.029665499925613403
0.59940000000000004,2.1919019222259521,1.1547539234161377,0.030265498906373978
0.63270000000000004,2.0371019840240479,1.0400040149688721,0.03596549853682518
0.66600000000000004,1.846451997756958,1.0502040386199951,0.028165498748421669
0.69930000000000003,2.1019020080566406,1.1070539951324463,0.038815498352050781
0.73260000000000003,1.8020519018173218,0.97175395488739014,0.037315499037504196
0.76590000000000003,2.017751932144165,1.1724539995193481,0.032815497368574142
0.79920000000000002,2.0519518852233887,1.1250540018081665,0.041665501892566681
0.83250000000000002,1.6853519678115845,1.0023540258407593,0.036265499889850616
0.86580000000000001,2.0438520908355713,1.1810040473937988,0.043015498667955399
0.89910000000000001,1.8046020269393921,1.0379040241241455,0.049465499818325043
0.93240000000000001,1.7537519931793213,1.1304540634155273,0.039265502244234085
0.9657,1.8641519546508789,1.1006040573120117,0.053065497428178787
0.999,1.5884519815444946,0.98570406436920166,0.049165498465299606
1.0323,1.8682019710540771,1.2125040292739868,0.04676549881696701
1.0656000000000001,1.7906519174575806,1.1141040325164795,0.056965500116348267
1.0989,1.530102014541626,1.0532040596008301,0.045865498483181
1.1322000000000001,1.8218519687652588,1.1742540597915649,0.056815497577190399
1.1655,1.5787019729614258,1.0182540416717529,0.057865500450134277
1.1988000000000001,1.6511520147323608,1.1751539707183838,0.047065496444702148
1.2321,1.7578020095825195,1.1757539510726929,0.058615498244762421
1.2654000000000001,1.4219520092010498,0.99425399303436279,0.053065497428178787
1.2987,1.7330518960952759,1.2060539722442627,0.055165499448776245
1.3320000000000001,1.5872519016265869,1.0716540813446045,0.063115499913692474
1.3653,1.4422019720077515,1.0872540473937988,0.049765497446060181
1.3986000000000001,1.6571519374847412,1.19840407371521,0.056365497410297394
1.4319,1.3871519565582275,0.9842039942741394,0.061015497893095016
1.4652000000000001,1.5631020069122314,1.1871540546417236,0.05261550098657608
1.4984999999999999,1.5814019441604614,1.1283539533615112,0.064165495336055756
1.5318000000000001,1.2997019290924072,1.0023540258407593,0.054415501654148102
1.5650999999999999,1.5041520595550537,1.1732040643692017,0.053365498781204224
1.5984,1.415802001953125,1.0226039886474609,0.065665498375892639
1.6316999999999999,1.3856519460678101,1.1118539571762085,0.051415495574474335
1.665,1.555601954460144,1.1664540767669678,0.061165500432252884
1.6982999999999999,1.2680519819259644,0.96050405502319336,0.06056550145149231
1.7316,1.3393019437789917,1.0941540002822876,0.051865499466657639
1.7648999999999999,1.447301983833313,1.0727040767669678,0.066865496337413788
1.7982,1.2461519241333008,1.0200541019439697,0.05366550013422966
1.8314999999999999,1.4629019498825073,1.1658539772033691,0.056965500116348267
1.8648,1.284701943397522,0.97310400009155273,0.065215498208999634
1.8980999999999999,1.2119519710540771,1.0046041011810303,0.054265499114990234
1.9314,1.4504519701004028,1.1204040050506592,0.064765498042106628
1.9646999999999999,1.1750519275665283,0.95315396785736084,0.057265497744083405
1.998,1.4416019916534424,1.1481540203094482,0.060115497559309006
2.0312999999999999,1.318452000617981,1.0160039663314819,0.068365499377250671
2.0646,1.2188519239425659,1.0424039363861084,0.052465498447418213
2.0979000000000001,1.3741018772125244,1.0686540603637695,0.067165501415729523
2.1312000000000002,1.1755020618438721,0.93500405550003052,0.062815502285957336
2.1644999999999999,1.3436520099639893,1.130903959274292,0.055165499448776245
2.1978,1.2295019626617432,0.96845400333404541,0.066415503621101379
2.2311000000000001,1.1198519468307495,0.95930403470993042,0.055015496909618378
2.2644000000000002,1.3738019466400146,1.1105040311813354,0.062965497374534607
2.2976999999999999,1.2178019285202026,0.96620398759841919,0.066865496337413788
2.331,1.2079019546508789,1.0616040229797363,0.052165497094392776
2.3643000000000001,1.2754019498825073,1.0155540704727173,0.068665497004985809
2.3976000000000002,1.0970519781112671,0.9137040376663208,0.060415498912334442
2.4308999999999998,1.3219020366668701,1.1177040338516235,0.057265497744083405
2.4641999999999999,1.1362019777297974,0.92465400695800781,0.063715502619743347
2.4975000000000001,1.0996019840240479,0.97670400142669678,0.053065497428178787
2.5308000000000002,1.2995519638061523,1.0625040531158447,0.065215498208999634
2.5640999999999998,1.1228519678115845,0.92105400562286377,0.064765498042106628
2.5973999999999999,1.2169020175933838,1.0809539556503296,0.05261550098657608
2.6307,1.177001953125,0.96080398559570312,0.066115498542785645
2.6640000000000001,1.0385520458221436,0.9108540415763855,0.055915497243404388
2.6972999999999998,1.2815519571304321,1.0866539478302002,0.059515498578548431
2.7305999999999999,1.0523519515991211,0.89225399494171143,0.066865496337413788
2.7639,1.0915019512176514,1.0002540349960327,0.051115501672029495
2.7972000000000001,1.2091019153594971,1.0037039518356323,0.066115498542785645
2.8304999999999998,1.0339019298553467,0.88445407152175903,0.06071549654006958
2.8637999999999999,1.20415198802948,1.0752540826797485,0.054265499114990234
2.8971,1.0768020153045654,0.90740406513214111,0.064315497875213623
2.9304000000000001,0.99595195055007935,0.91730403900146484,0.052165497094392776
2.9636999999999998,1.2094019651412964,1.039404034614563,0.061915498226881027
2.9969999999999999,1.0589519739151001,0.90080404281616211,0.06356550008058548
3.0303,1.0834019184112549,1.014504075050354,0.050065498799085617
3.0636000000000001,1.1111519336700439,0.94355404376983643,0.065065495669841766
3.0969000000000002,0.95995199680328369,0.86135405302047729,0.056815497577190399
3.1301999999999999,1.1705520153045654,1.0475040674209595,0.056215502321720123
3.1635,1.0930019617080688,0.93665397167205811,0.064615502953529358
3.1968000000000001,0.97690200805664062,0.92840403318405151,0.050065498799085617
3.2301000000000002,1.1314018964767456,0.98195397853851318,0.063415497541427612
3.2633999999999999,0.97120201587677002,0.85385400056838989,0.060265500098466873
3.2967,1.0795019865036011,1.0157040357589722,0.050515495240688324
3.3300000000000001,1.1120519638061523,0.97655403614044189,0.061765499413013458
3.3633000000000002,0.90745198726654053,0.85610401630401611,0.052015502005815506
3.3965999999999998,1.1204519271850586,1.0071539878845215,0.057415496557950974
3.4298999999999999,1.0024019479751587,0.88100403547286987,0.062065500766038895
3.4632000000000001,0.96730196475982666,0.94130402803421021,0.047965496778488159
3.4965000000000002,1.0969020128250122,0.99680405855178833,0.05666549876332283
3.5297999999999998,0.89680194854736328,0.8199540376663208,0.055315501987934113
3.5630999999999999,1.0609018802642822,0.99845397472381592,0.050965499132871628
