Data Set 1:Time(s),Data Set 1:X magnetic field(mT),Data Set 1:Y magnetic field(mT),Data Set 1:Z magnetic field(mT)
0,1.8442020416259766,-0.6390959620475769,-0.1059345006942749
0.033300000000000003,1.4071019887924194,-0.59199601411819458,-0.11943449825048447
0.066600000000000006,1.610651969909668,-0.71289598941802979,-0.1168845072388649
0.099900000000000003,1.5466020107269287,-0.62604600191116333,-0.13233450055122375
0.13320000000000001,1.4903519153594971,-0.68214595317840576,-0.11703450977802277
0.16650000000000001,1.6786019802093506,-0.73299598693847656,-0.12753449380397797
0.19980000000000001,1.3766520023345947,-0.59769594669342041,-0.12828449904918671
0.2331,1.4458019733428955,-0.69504600763320923,-0.11988450586795807
0.26640000000000003,1.5635520219802856,-0.68574601411819458,-0.13728450238704681
0.29970000000000002,1.3507020473480225,-0.65484601259231567,-0.12333450466394424
0.33300000000000002,1.5803519487380981,-0.76254594326019287,-0.12753449380397797
0.36630000000000001,1.3807018995285034,-0.62859594821929932,-0.13743451237678528
0.39960000000000001,1.3151519298553467,-0.66444599628448486,-0.1249845027923584
0.43290000000000001,1.5565019845962524,-0.73689597845077515,-0.1383344978094101
0.4662,1.2701519727706909,-0.63309597969055176,-0.12993450462818146
0.4995,1.447301983833313,-0.75759595632553101,-0.12513449788093567
0.53280000000000005,1.4015519618988037,-0.66909599304199219,-0.1420845091342926
0.56610000000000005,1.239251971244812,-0.63804596662521362,-0.13083449006080627
0.59940000000000004,1.5179519653320312,-0.77274596691131592,-0.13563451170921326
0.63270000000000004,1.2452518939971924,-0.62844598293304443,-0.13683450222015381
0.66600000000000004,1.4687520265579224,-0.78279602527618408,-0.13113449513912201
0.69930000000000003,1.4216519594192505,-0.71499598026275635,-0.14463450014591217
0.73260000000000003,1.2242519855499268,-0.67809593677520752,-0.12858450412750244
0.76590000000000003,1.4521019458770752,-0.75399601459503174,-0.14223450422286987
0.79920000000000002,1.2631019353866577,-0.64914596080780029,-0.14253450930118561
0.83250000000000002,1.3465019464492798,-0.76734602451324463,-0.12843450903892517
0.86580000000000001,1.3169519901275635,-0.68169599771499634,-0.14598450064659119
0.89910000000000001,1.1614019870758057,-0.64434599876403809,-0.13413450121879578
0.93240000000000001,1.4225519895553589,-0.78354597091674805,-0.13803449273109436
0.9657,1.2880020141601562,-0.68439596891403198,-0.14673450589179993
0.999,1.2140519618988037,-0.72549599409103394,-0.12828449904918671
1.0323,1.3316519260406494,-0.72354596853256226,-0.14763450622558594
1.0656000000000001,1.1390520334243774,-0.63519597053527832,-0.14013449847698212
1.0989,1.3273019790649414,-0.78804600238800049,-0.13278450071811676
1.1322000000000001,1.1756519079208374,-0.65319597721099854,-0.14718450605869293
1.1655,1.1023019552230835,-0.67434597015380859,-0.13188450038433075
1.1988000000000001,1.318452000617981,-0.76119601726531982,-0.14418449997901917
1.2321,1.1470019817352295,-0.65364599227905273,-0.14568451046943665
1.2654000000000001,1.1963520050048828,-0.76044595241546631,-0.12948450446128845
1.2987,1.1861519813537598,-0.68544596433639526,-0.14868450164794922
1.3320000000000001,1.0315020084381104,-0.63639599084854126,-0.13728450238704681
1.3653,1.2562019824981689,-0.77904593944549561,-0.13863450288772583
1.3986000000000001,1.0381019115447998,-0.68259596824645996,-0.14898450672626495
1.4319,1.0546019077301025,-0.70419597625732422,-0.12993450462818146
1.4652000000000001,1.1761019229888916,-0.71769601106643677,-0.14748451113700867
1.4984999999999999,1.0018019676208496,-0.62349593639373779,-0.1420845091342926
1.5318000000000001,1.1453520059585571,-0.76734602451324463,-0.13233450055122375
1.5650999999999999,1.0283520221710205,-0.64059597253799438,-0.14613449573516846
1.5984,0.94285190105438232,-0.64659601449966431,-0.13158449530601501
1.6316999999999999,1.1366519927978516,-0.73944598436355591,-0.14253450930118561
1.665,0.9899519681930542,-0.63309597969055176,-0.14463450014591217
1.6982999999999999,1.0102019309997559,-0.72234594821929932,-0.12843450903892517
1.7316,1.0219019651412964,-0.66114598512649536,-0.14718450605869293
1.7648999999999999,0.88225191831588745,-0.60264599323272705,-0.13623449206352234
1.7982,1.0729019641876221,-0.74154597520828247,-0.13548450171947479
1.8314999999999999,0.99100196361541748,-0.65334594249725342,-0.14583450555801392
1.8648,0.89410197734832764,-0.65784597396850586,-0.12693449854850769
1.8980999999999999,1.0172519683837891,-0.68559598922729492,-0.14418449997901917
1.9314,0.86830198764801025,-0.59049594402313232,-0.1392345130443573
1.9646999999999999,0.98080193996429443,-0.72189599275588989,-0.12858450412750244
1.998,0.99115198850631714,-0.67884600162506104,-0.14268448948860168
2.0312999999999999,0.81760197877883911,-0.60369598865509033,-0.12918449938297272
2.0646,0.99520194530487061,-0.7023959755897522,-0.13803449273109436
2.0979000000000001,0.87550199031829834,-0.60144597291946411,-0.1416344940662384
2.1312000000000002,0.8752020001411438,-0.67269599437713623,-0.12453450262546539
2.1644999999999999,0.96550196409225464,-0.69174599647521973,-0.13578450679779053
2.1978,0.78160202503204346,-0.56544601917266846,-0.13218450546264648
2.2311000000000001,0.94270199537277222,-0.69819599390029907,-0.12993450462818146
2.2644000000000002,0.88390195369720459,-0.62019598484039307,-0.14103449881076813
2.2976999999999999,0.78505200147628784,-0.6114959716796875,-0.12378450483083725
2.331,0.91600197553634644,-0.68784600496292114,-0.12933449447154999
2.3643000000000001,0.77635204792022705,-0.55584597587585449,-0.13518449664115906
2.3976000000000002,0.86050194501876831,-0.67119598388671875,-0.12393449246883392
2.4308999999999998,0.80500191450119019,-0.57414597272872925,-0.13803449273109436
2.4641999999999999,0.72190201282501221,-0.55839598178863525,-0.12513449788093567
2.4975000000000001,0.88645201921463013,-0.65964597463607788,-0.13173450529575348
2.5308000000000002,0.72055202722549438,-0.53604596853256226,-0.12858450412750244
2.5640999999999998,0.77005201578140259,-0.61959600448608398,-0.1192844957113266
2.5973999999999999,0.82225197553634644,-0.59589600563049316,-0.13683450222015381
2.6307,0.71635204553604126,-0.57324600219726562,-0.12018450349569321
